9	0
292	0
3121	0
6	1
263	1
2831	1
7	2
271	2
2913	2
11	3
313	3
3333	3
10	4
303	4
3233	4
7	5
271	5
2913	5
9	6
293	6
3133	6
6	7
263	7
2831	7
11	8
313	8
3333	8
11	9
313	9
3333	9
5	10
255	10
2753	10
9	11
293	11
3133	11
8	12
281	12
3013	12
7	13
271	13
2913	13
11	14
313	14
3333	14
7	15
271	15
2913	15
10	16
303	16
3233	16
11	17
313	17
3333	17
9	18
293	18
3133	18
8	19
281	19
3013	19
8	20
281	20
3012	20
8	21
281	21
3013	21
9	22
293	22
3131	22
11	23
313	23
3333	23
7	24
271	24
2913	24
11	25
313	25
3333	25
9	26
293	26
3131	26
9	27
293	27
3133	27
8	28
281	28
3013	28
7	29
271	29
2913	29
10	30
303	30
3233	30
8	31
281	31
3013	31
12	32
321	32
3413	32
11	33
313	33
3333	33
10	34
303	34
3233	34
9	35
293	35
3132	35
10	36
303	36
3233	36
11	37
313	37
3333	37
11	38
313	38
3333	38
8	39
281	39
3013	39
10	40
303	40
3233	40
7	41
271	41
2913	41
11	42
313	42
3333	42
11	43
313	43
3333	43
11	44
313	44
3333	44
8	45
281	45
3013	45
11	46
313	46
3333	46
11	47
313	47
3333	47
11	48
313	48
3333	48
11	49
313	49
3333	49
8	50
281	50
3013	50
11	51
313	51
3333	51
7	52
271	52
2913	52
9	53
293	53
3132	53
11	54
313	54
3333	54
10	55
303	55
3233	55
8	56
281	56
3013	56
8	57
281	57
3013	57
11	58
313	58
3333	58
8	59
281	59
3013	59
11	60
313	60
3333	60
8	61
281	61
3013	61
10	62
303	62
3233	62
11	63
313	63
3333	63
9	64
293	64
3131	64
8	65
281	65
3013	65
10	66
303	66
3233	66
7	67
271	67
2913	67
7	68
271	68
2913	68
9	69
293	69
3133	69
11	70
313	70
3333	70
6	71
263	71
2831	71
8	72
281	72
3013	72
9	73
293	73
3131	73
11	74
313	74
3333	74
8	75
281	75
3013	75
11	76
313	76
3333	76
10	77
303	77
3233	77
11	78
313	78
3333	78
11	79
313	79
3333	79
10	80
303	80
3233	80
10	81
303	81
3233	81
9	82
293	82
3132	82
11	83
313	83
3333	83
10	84
303	84
3233	84
11	85
313	85
3333	85
10	86
303	86
3233	86
7	87
271	87
2913	87
9	88
293	88
3133	88
10	89
303	89
3233	89
8	90
281	90
3013	90
9	91
293	91
3131	91
10	92
303	92
3233	92
9	93
293	93
3131	93
10	94
303	94
3233	94
8	95
281	95
3013	95
10	96
303	96
3233	96
12	97
321	97
3412	97
11	98
313	98
3333	98
11	99
313	99
3332	99
10	100
303	100
3233	100
12	101
321	101
3413	101
8	102
281	102
3013	102
9	103
293	103
3133	103
11	104
313	104
3333	104
10	105
303	105
3233	105
7	106
271	106
2913	106
7	107
271	107
2913	107
9	108
293	108
3133	108
11	109
313	109
3333	109
8	110
281	110
3013	110
8	111
281	111
3013	111
9	112
293	112
3133	112
9	113
293	113
3133	113
8	114
281	114
3013	114
10	115
303	115
3233	115
11	116
313	116
3333	116
9	117
293	117
3133	117
9	118
293	118
3133	118
11	119
313	119
3333	119
6	120
263	120
2831	120
8	121
281	121
3013	121
10	122
303	122
3233	122
11	123
313	123
3333	123
8	124
281	124
3013	124
9	125
293	125
3133	125
11	126
313	126
3333	126
9	127
293	127
3133	127
11	128
313	128
3333	128
11	129
313	129
3333	129
10	130
303	130
3233	130
10	131
303	131
3233	131
11	132
313	132
3333	132
11	133
313	133
3333	133
11	134
313	134
3333	134
9	135
293	135
3133	135
7	136
271	136
2913	136
9	137
293	137
3133	137
10	138
303	138
3233	138
11	139
313	139
3333	139
9	140
293	140
3131	140
11	141
313	141
3333	141
9	142
293	142
3132	142
11	143
313	143
3333	143
7	144
271	144
2913	144
9	145
293	145
3133	145
9	146
293	146
3133	146
8	147
281	147
3013	147
9	148
293	148
3132	148
9	149
293	149
3131	149
11	150
313	150
3333	150
6	151
263	151
2831	151
11	152
313	152
3333	152
10	153
303	153
3233	153
10	154
303	154
3233	154
7	155
271	155
2913	155
8	156
281	156
3013	156
9	157
293	157
3133	157
10	158
303	158
3233	158
8	159
281	159
3013	159
10	160
303	160
3233	160
10	161
303	161
3233	161
10	162
303	162
3233	162
9	163
293	163
3133	163
9	164
293	164
3131	164
8	165
281	165
3011	165
7	166
271	166
2913	166
8	167
281	167
3013	167
11	168
313	168
3333	168
8	169
281	169
3013	169
11	170
313	170
3333	170
11	171
313	171
3333	171
11	172
313	172
3333	172
6	173
262	173
2822	173
5	174
254	174
2741	174
11	175
313	175
3333	175
9	176
293	176
3132	176
9	177
293	177
3133	177
10	178
303	178
3233	178
11	179
313	179
3333	179
8	180
281	180
3013	180
11	181
313	181
3333	181
9	182
293	182
3133	182
10	183
303	183
3233	183
11	184
313	184
3333	184
9	185
293	185
3132	185
8	186
281	186
3013	186
11	187
313	187
3333	187
11	188
313	188
3333	188
6	189
263	189
2831	189
9	190
293	190
3132	190
10	191
303	191
3233	191
8	192
281	192
3013	192
9	193
293	193
3133	193
10	194
303	194
3233	194
8	195
281	195
3013	195
11	196
313	196
3333	196
11	197
313	197
3333	197
11	198
313	198
3333	198
9	199
293	199
3132	199
10	200
303	200
3233	200
8	201
281	201
3013	201
11	202
313	202
3333	202
11	203
313	203
3333	203
9	204
293	204
3132	204
11	205
313	205
3333	205
9	206
293	206
3132	206
13	207
335	207
3553	207
7	208
271	208
2913	208
11	209
313	209
3333	209
9	210
293	210
3133	210
8	211
281	211
3013	211
7	212
271	212
2913	212
11	213
313	213
3333	213
9	214
293	214
3133	214
11	215
313	215
3333	215
10	216
303	216
3233	216
11	217
313	217
3333	217
9	218
293	218
3133	218
8	219
281	219
3013	219
8	220
281	220
3013	220
8	221
281	221
3013	221
11	222
313	222
3333	222
9	223
293	223
3133	223
11	224
313	224
3333	224
8	225
281	225
3013	225
8	226
281	226
3013	226
5	227
255	227
2753	227
10	228
303	228
3233	228
7	229
271	229
2913	229
9	230
293	230
3132	230
6	231
265	231
2853	231
11	232
313	232
3333	232
11	233
313	233
3333	233
10	234
303	234
3233	234
11	235
313	235
3333	235
10	236
303	236
3233	236
10	237
303	237
3233	237
11	238
313	238
3333	238
7	239
271	239
2913	239
11	240
313	240
3333	240
11	241
313	241
3333	241
11	242
313	242
3333	242
7	243
272	243
2921	243
9	244
293	244
3133	244
11	245
313	245
3333	245
11	246
313	246
3333	246
11	247
313	247
3333	247
6	248
264	248
2841	248
13	249
335	249
3553	249
7	250
271	250
2913	250
7	251
271	251
2913	251
6	252
263	252
2831	252
10	253
303	253
3233	253
9	254
293	254
3133	254
9	255
293	255
3131	255
7	256
271	256
2913	256
10	257
303	257
3233	257
11	258
313	258
3333	258
10	259
303	259
3233	259
11	260
313	260
3333	260
6	261
262	261
2821	261
11	262
313	262
3333	262
8	263
281	263
3013	263
9	264
293	264
3132	264
11	265
313	265
3333	265
6	266
263	266
2831	266
9	267
293	267
3133	267
9	268
293	268
3132	268
7	269
271	269
2913	269
9	270
293	270
3131	270
11	271
313	271
3333	271
11	272
313	272
3333	272
7	273
271	273
2913	273
9	274
293	274
3131	274
10	275
303	275
3233	275
11	276
313	276
3333	276
11	277
313	277
3333	277
10	278
303	278
3233	278
9	279
293	279
3133	279
11	280
313	280
3333	280
11	281
313	281
3333	281
5	282
253	282
2735	282
10	283
303	283
3233	283
11	284
313	284
3333	284
11	285
313	285
3333	285
11	286
313	286
3333	286
8	287
281	287
3013	287
5	288
253	288
2735	288
11	289
313	289
3333	289
8	290
281	290
3013	290
10	291
303	291
3233	291
12	292
321	292
3413	292
11	293
313	293
3333	293
11	294
313	294
3333	294
10	295
303	295
3233	295
11	296
313	296
3332	296
9	297
293	297
3133	297
11	298
313	298
3333	298
10	299
303	299
3233	299
8	300
281	300
3013	300
10	301
303	301
3233	301
10	302
303	302
3233	302
9	303
293	303
3133	303
10	304
303	304
3233	304
11	305
313	305
3333	305
11	306
313	306
3333	306
7	307
271	307
2913	307
11	308
313	308
3333	308
6	309
263	309
2831	309
11	310
313	310
3333	310
11	311
313	311
3333	311
9	312
293	312
3133	312
11	313
313	313
3333	313
11	314
313	314
3333	314
8	315
281	315
3013	315
10	316
